Number_of_class,Path_to_img
4,data/kaggle_simpson_testset/kaggle_simpson_testset/bart_simpson_17.jpg
4,data/kaggle_simpson_testset/kaggle_simpson_testset/bart_simpson_18.jpg
4,data/kaggle_simpson_testset/kaggle_simpson_testset/bart_simpson_19.jpg
4,data/kaggle_simpson_testset/kaggle_simpson_testset/bart_simpson_2.jpg
4,data/kaggle_simpson_testset/kaggle_simpson_testset/bart_simpson_20.jpg
4,data/kaggle_simpson_testset/kaggle_simpson_testset/bart_simpson_21.jpg
4,data/kaggle_simpson_testset/kaggle_simpson_testset/bart_simpson_22.jpg
4,data/kaggle_simpson_testset/kaggle_simpson_testset/bart_simpson_23.jpg
4,data/kaggle_simpson_testset/kaggle_simpson_testset/bart_simpson_24.jpg
4,data/kaggle_simpson_testset/kaggle_simpson_testset/bart_simpson_25.jpg
4,data/kaggle_simpson_testset/kaggle_simpson_testset/bart_simpson_26.jpg
4,data/kaggle_simpson_testset/kaggle_simpson_testset/bart_simpson_27.jpg
4,data/kaggle_simpson_testset/kaggle_simpson_testset/bart_simpson_28.jpg
4,data/kaggle_simpson_testset/kaggle_simpson_testset/bart_simpson_29.jpg
4,data/kaggle_simpson_testset/kaggle_simpson_testset/bart_simpson_3.jpg
4,data/kaggle_simpson_testset/kaggle_simpson_testset/bart_simpson_30.jpg
4,data/kaggle_simpson_testset/kaggle_simpson_testset/bart_simpson_31.jpg
4,data/kaggle_simpson_testset/kaggle_simpson_testset/bart_simpson_32.jpg
4,data/kaggle_simpson_testset/kaggle_simpson_testset/bart_simpson_33.jpg
4,data/kaggle_simpson_testset/kaggle_simpson_testset/bart_simpson_34.jpg
4,data/kaggle_simpson_testset/kaggle_simpson_testset/bart_simpson_35.jpg
4,data/kaggle_simpson_testset/kaggle_simpson_testset/bart_simpson_36.jpg
4,data/kaggle_simpson_testset/kaggle_simpson_testset/bart_simpson_37.jpg
4,data/kaggle_simpson_testset/kaggle_simpson_testset/bart_simpson_38.jpg
4,data/kaggle_simpson_testset/kaggle_simpson_testset/bart_simpson_39.jpg
4,data/kaggle_simpson_testset/kaggle_simpson_testset/bart_simpson_4.jpg
4,data/kaggle_simpson_testset/kaggle_simpson_testset/bart_simpson_40.jpg
4,data/kaggle_simpson_testset/kaggle_simpson_testset/bart_simpson_41.jpg
4,data/kaggle_simpson_testset/kaggle_simpson_testset/bart_simpson_42.jpg
4,data/kaggle_simpson_testset/kaggle_simpson_testset/bart_simpson_43.jpg
4,data/kaggle_simpson_testset/kaggle_simpson_testset/bart_simpson_44.jpg
4,data/kaggle_simpson_testset/kaggle_simpson_testset/bart_simpson_45.jpg
4,data/kaggle_simpson_testset/kaggle_simpson_testset/bart_simpson_46.jpg
4,data/kaggle_simpson_testset/kaggle_simpson_testset/bart_simpson_47.jpg
4,data/kaggle_simpson_testset/kaggle_simpson_testset/bart_simpson_48.jpg
4,data/kaggle_simpson_testset/kaggle_simpson_testset/bart_simpson_49.jpg
4,data/kaggle_simpson_testset/kaggle_simpson_testset/bart_simpson_5.jpg
4,data/kaggle_simpson_testset/kaggle_simpson_testset/bart_simpson_6.jpg
4,data/kaggle_simpson_testset/kaggle_simpson_testset/bart_simpson_7.jpg
4,data/kaggle_simpson_testset/kaggle_simpson_testset/bart_simpson_8.jpg
4,data/kaggle_simpson_testset/kaggle_simpson_testset/bart_simpson_9.jpg
6,data/kaggle_simpson_testset/kaggle_simpson_testset/charles_montgomery_burns_0.jpg
6,data/kaggle_simpson_testset/kaggle_simpson_testset/charles_montgomery_burns_1.jpg
6,data/kaggle_simpson_testset/kaggle_simpson_testset/charles_montgomery_burns_10.jpg
6,data/kaggle_simpson_testset/kaggle_simpson_testset/charles_montgomery_burns_11.jpg
6,data/kaggle_simpson_testset/kaggle_simpson_testset/charles_montgomery_burns_12.jpg
6,data/kaggle_simpson_testset/kaggle_simpson_testset/charles_montgomery_burns_13.jpg
6,data/kaggle_simpson_testset/kaggle_simpson_testset/charles_montgomery_burns_14.jpg
6,data/kaggle_simpson_testset/kaggle_simpson_testset/charles_montgomery_burns_15.jpg
6,data/kaggle_simpson_testset/kaggle_simpson_testset/charles_montgomery_burns_16.jpg
6,data/kaggle_simpson_testset/kaggle_simpson_testset/charles_montgomery_burns_17.jpg
6,data/kaggle_simpson_testset/kaggle_simpson_testset/charles_montgomery_burns_18.jpg
6,data/kaggle_simpson_testset/kaggle_simpson_testset/charles_montgomery_burns_19.jpg
6,data/kaggle_simpson_testset/kaggle_simpson_testset/charles_montgomery_burns_2.jpg
6,data/kaggle_simpson_testset/kaggle_simpson_testset/charles_montgomery_burns_20.jpg
6,data/kaggle_simpson_testset/kaggle_simpson_testset/charles_montgomery_burns_21.jpg
6,data/kaggle_simpson_testset/kaggle_simpson_testset/charles_montgomery_burns_22.jpg
6,data/kaggle_simpson_testset/kaggle_simpson_testset/charles_montgomery_burns_24.jpg
6,data/kaggle_simpson_testset/kaggle_simpson_testset/charles_montgomery_burns_25.jpg
6,data/kaggle_simpson_testset/kaggle_simpson_testset/charles_montgomery_burns_26.jpg
6,data/kaggle_simpson_testset/kaggle_simpson_testset/charles_montgomery_burns_27.jpg
6,data/kaggle_simpson_testset/kaggle_simpson_testset/charles_montgomery_burns_28.jpg
6,data/kaggle_simpson_testset/kaggle_simpson_testset/charles_montgomery_burns_29.jpg
6,data/kaggle_simpson_testset/kaggle_simpson_testset/charles_montgomery_burns_3.jpg
6,data/kaggle_simpson_testset/kaggle_simpson_testset/charles_montgomery_burns_30.jpg
6,data/kaggle_simpson_testset/kaggle_simpson_testset/charles_montgomery_burns_31.jpg
6,data/kaggle_simpson_testset/kaggle_simpson_testset/charles_montgomery_burns_32.jpg
6,data/kaggle_simpson_testset/kaggle_simpson_testset/charles_montgomery_burns_33.jpg
6,data/kaggle_simpson_testset/kaggle_simpson_testset/charles_montgomery_burns_34.jpg
6,data/kaggle_simpson_testset/kaggle_simpson_testset/charles_montgomery_burns_35.jpg
6,data/kaggle_simpson_testset/kaggle_simpson_testset/charles_montgomery_burns_36.jpg
6,data/kaggle_simpson_testset/kaggle_simpson_testset/charles_montgomery_burns_37.jpg
6,data/kaggle_simpson_testset/kaggle_simpson_testset/charles_montgomery_burns_38.jpg
6,data/kaggle_simpson_testset/kaggle_simpson_testset/charles_montgomery_burns_39.jpg
6,data/kaggle_simpson_testset/kaggle_simpson_testset/charles_montgomery_burns_4.jpg
6,data/kaggle_simpson_testset/kaggle_simpson_testset/charles_montgomery_burns_40.jpg
6,data/kaggle_simpson_testset/kaggle_simpson_testset/charles_montgomery_burns_41.jpg
6,data/kaggle_simpson_testset/kaggle_simpson_testset/charles_montgomery_burns_43.jpg
6,data/kaggle_simpson_testset/kaggle_simpson_testset/charles_montgomery_burns_44.jpg
6,data/kaggle_simpson_testset/kaggle_simpson_testset/charles_montgomery_burns_45.jpg
6,data/kaggle_simpson_testset/kaggle_simpson_testset/charles_montgomery_burns_46.jpg
6,data/kaggle_simpson_testset/kaggle_simpson_testset/charles_montgomery_burns_47.jpg
6,data/kaggle_simpson_testset/kaggle_simpson_testset/charles_montgomery_burns_48.jpg
6,data/kaggle_simpson_testset/kaggle_simpson_testset/charles_montgomery_burns_49.jpg
6,data/kaggle_simpson_testset/kaggle_simpson_testset/charles_montgomery_burns_5.jpg
6,data/kaggle_simpson_testset/kaggle_simpson_testset/charles_montgomery_burns_6.jpg
6,data/kaggle_simpson_testset/kaggle_simpson_testset/charles_montgomery_burns_7.jpg
6,data/kaggle_simpson_testset/kaggle_simpson_testset/charles_montgomery_burns_8.jpg
6,data/kaggle_simpson_testset/kaggle_simpson_testset/charles_montgomery_burns_9.jpg
7,data/kaggle_simpson_testset/kaggle_simpson_testset/chief_wiggum_0.jpg
7,data/kaggle_simpson_testset/kaggle_simpson_testset/chief_wiggum_1.jpg
7,data/kaggle_simpson_testset/kaggle_simpson_testset/chief_wiggum_10.jpg
7,data/kaggle_simpson_testset/kaggle_simpson_testset/chief_wiggum_11.jpg
7,data/kaggle_simpson_testset/kaggle_simpson_testset/chief_wiggum_12.jpg
7,data/kaggle_simpson_testset/kaggle_simpson_testset/chief_wiggum_13.jpg
7,data/kaggle_simpson_testset/kaggle_simpson_testset/chief_wiggum_14.jpg
7,data/kaggle_simpson_testset/kaggle_simpson_testset/chief_wiggum_15.jpg
7,data/kaggle_simpson_testset/kaggle_simpson_testset/chief_wiggum_16.jpg
7,data/kaggle_simpson_testset/kaggle_simpson_testset/chief_wiggum_17.jpg
7,data/kaggle_simpson_testset/kaggle_simpson_testset/chief_wiggum_18.jpg
7,data/kaggle_simpson_testset/kaggle_simpson_testset/chief_wiggum_19.jpg
7,data/kaggle_simpson_testset/kaggle_simpson_testset/chief_wiggum_2.jpg
7,data/kaggle_simpson_testset/kaggle_simpson_testset/chief_wiggum_20.jpg
7,data/kaggle_simpson_testset/kaggle_simpson_testset/chief_wiggum_21.jpg
7,data/kaggle_simpson_testset/kaggle_simpson_testset/chief_wiggum_22.jpg
7,data/kaggle_simpson_testset/kaggle_simpson_testset/chief_wiggum_23.jpg
7,data/kaggle_simpson_testset/kaggle_simpson_testset/chief_wiggum_24.jpg
7,data/kaggle_simpson_testset/kaggle_simpson_testset/chief_wiggum_25.jpg
7,data/kaggle_simpson_testset/kaggle_simpson_testset/chief_wiggum_26.jpg
7,data/kaggle_simpson_testset/kaggle_simpson_testset/chief_wiggum_27.jpg
7,data/kaggle_simpson_testset/kaggle_simpson_testset/chief_wiggum_28.jpg
7,data/kaggle_simpson_testset/kaggle_simpson_testset/chief_wiggum_29.jpg
7,data/kaggle_simpson_testset/kaggle_simpson_testset/chief_wiggum_3.jpg
7,data/kaggle_simpson_testset/kaggle_simpson_testset/chief_wiggum_30.jpg
7,data/kaggle_simpson_testset/kaggle_simpson_testset/chief_wiggum_31.jpg
7,data/kaggle_simpson_testset/kaggle_simpson_testset/chief_wiggum_32.jpg
7,data/kaggle_simpson_testset/kaggle_simpson_testset/chief_wiggum_33.jpg
7,data/kaggle_simpson_testset/kaggle_simpson_testset/chief_wiggum_34.jpg
7,data/kaggle_simpson_testset/kaggle_simpson_testset/chief_wiggum_35.jpg
7,data/kaggle_simpson_testset/kaggle_simpson_testset/chief_wiggum_36.jpg
7,data/kaggle_simpson_testset/kaggle_simpson_testset/chief_wiggum_37.jpg
7,data/kaggle_simpson_testset/kaggle_simpson_testset/chief_wiggum_38.jpg
7,data/kaggle_simpson_testset/kaggle_simpson_testset/chief_wiggum_39.jpg
7,data/kaggle_simpson_testset/kaggle_simpson_testset/chief_wiggum_4.jpg
7,data/kaggle_simpson_testset/kaggle_simpson_testset/chief_wiggum_40.jpg
7,data/kaggle_simpson_testset/kaggle_simpson_testset/chief_wiggum_41.jpg
7,data/kaggle_simpson_testset/kaggle_simpson_testset/chief_wiggum_42.jpg
7,data/kaggle_simpson_testset/kaggle_simpson_testset/chief_wiggum_43.jpg
7,data/kaggle_simpson_testset/kaggle_simpson_testset/chief_wiggum_44.jpg
7,data/kaggle_simpson_testset/kaggle_simpson_testset/chief_wiggum_45.jpg
7,data/kaggle_simpson_testset/kaggle_simpson_testset/chief_wiggum_46.jpg
7,data/kaggle_simpson_testset/kaggle_simpson_testset/chief_wiggum_47.jpg
7,data/kaggle_simpson_testset/kaggle_simpson_testset/chief_wiggum_48.jpg
7,data/kaggle_simpson_testset/kaggle_simpson_testset/chief_wiggum_49.jpg
7,data/kaggle_simpson_testset/kaggle_simpson_testset/chief_wiggum_5.jpg
7,data/kaggle_simpson_testset/kaggle_simpson_testset/chief_wiggum_6.jpg
7,data/kaggle_simpson_testset/kaggle_simpson_testset/chief_wiggum_7.jpg
7,data/kaggle_simpson_testset/kaggle_simpson_testset/chief_wiggum_8.jpg
7,data/kaggle_simpson_testset/kaggle_simpson_testset/chief_wiggum_9.jpg
9,data/kaggle_simpson_testset/kaggle_simpson_testset/comic_book_guy_0.jpg
9,data/kaggle_simpson_testset/kaggle_simpson_testset/comic_book_guy_1.jpg
9,data/kaggle_simpson_testset/kaggle_simpson_testset/comic_book_guy_10.jpg
9,data/kaggle_simpson_testset/kaggle_simpson_testset/comic_book_guy_11.jpg
9,data/kaggle_simpson_testset/kaggle_simpson_testset/comic_book_guy_12.jpg
9,data/kaggle_simpson_testset/kaggle_simpson_testset/comic_book_guy_13.jpg
9,data/kaggle_simpson_testset/kaggle_simpson_testset/comic_book_guy_14.jpg
9,data/kaggle_simpson_testset/kaggle_simpson_testset/comic_book_guy_15.jpg
9,data/kaggle_simpson_testset/kaggle_simpson_testset/comic_book_guy_16.jpg
9,data/kaggle_simpson_testset/kaggle_simpson_testset/comic_book_guy_17.jpg
9,data/kaggle_simpson_testset/kaggle_simpson_testset/comic_book_guy_18.jpg
9,data/kaggle_simpson_testset/kaggle_simpson_testset/comic_book_guy_19.jpg
9,data/kaggle_simpson_testset/kaggle_simpson_testset/comic_book_guy_2.jpg
9,data/kaggle_simpson_testset/kaggle_simpson_testset/comic_book_guy_20.jpg
9,data/kaggle_simpson_testset/kaggle_simpson_testset/comic_book_guy_21.jpg
9,data/kaggle_simpson_testset/kaggle_simpson_testset/comic_book_guy_22.jpg
9,data/kaggle_simpson_testset/kaggle_simpson_testset/comic_book_guy_23.jpg
9,data/kaggle_simpson_testset/kaggle_simpson_testset/comic_book_guy_24.jpg
9,data/kaggle_simpson_testset/kaggle_simpson_testset/comic_book_guy_25.jpg
9,data/kaggle_simpson_testset/kaggle_simpson_testset/comic_book_guy_26.jpg
9,data/kaggle_simpson_testset/kaggle_simpson_testset/comic_book_guy_27.jpg
9,data/kaggle_simpson_testset/kaggle_simpson_testset/comic_book_guy_28.jpg
9,data/kaggle_simpson_testset/kaggle_simpson_testset/comic_book_guy_29.jpg
9,data/kaggle_simpson_testset/kaggle_simpson_testset/comic_book_guy_3.jpg
9,data/kaggle_simpson_testset/kaggle_simpson_testset/comic_book_guy_30.jpg
9,data/kaggle_simpson_testset/kaggle_simpson_testset/comic_book_guy_31.jpg
9,data/kaggle_simpson_testset/kaggle_simpson_testset/comic_book_guy_32.jpg
9,data/kaggle_simpson_testset/kaggle_simpson_testset/comic_book_guy_33.jpg
9,data/kaggle_simpson_testset/kaggle_simpson_testset/comic_book_guy_34.jpg
9,data/kaggle_simpson_testset/kaggle_simpson_testset/comic_book_guy_36.jpg
9,data/kaggle_simpson_testset/kaggle_simpson_testset/comic_book_guy_37.jpg
9,data/kaggle_simpson_testset/kaggle_simpson_testset/comic_book_guy_38.jpg
9,data/kaggle_simpson_testset/kaggle_simpson_testset/comic_book_guy_39.jpg
9,data/kaggle_simpson_testset/kaggle_simpson_testset/comic_book_guy_4.jpg
9,data/kaggle_simpson_testset/kaggle_simpson_testset/comic_book_guy_40.jpg
9,data/kaggle_simpson_testset/kaggle_simpson_testset/comic_book_guy_41.jpg
9,data/kaggle_simpson_testset/kaggle_simpson_testset/comic_book_guy_42.jpg
9,data/kaggle_simpson_testset/kaggle_simpson_testset/comic_book_guy_43.jpg
9,data/kaggle_simpson_testset/kaggle_simpson_testset/comic_book_guy_44.jpg
9,data/kaggle_simpson_testset/kaggle_simpson_testset/comic_book_guy_45.jpg
9,data/kaggle_simpson_testset/kaggle_simpson_testset/comic_book_guy_46.jpg
9,data/kaggle_simpson_testset/kaggle_simpson_testset/comic_book_guy_47.jpg
9,data/kaggle_simpson_testset/kaggle_simpson_testset/comic_book_guy_48.jpg
9,data/kaggle_simpson_testset/kaggle_simpson_testset/comic_book_guy_49.jpg
9,data/kaggle_simpson_testset/kaggle_simpson_testset/comic_book_guy_5.jpg
9,data/kaggle_simpson_testset/kaggle_simpson_testset/comic_book_guy_6.jpg
9,data/kaggle_simpson_testset/kaggle_simpson_testset/comic_book_guy_7.jpg
9,data/kaggle_simpson_testset/kaggle_simpson_testset/comic_book_guy_8.jpg
9,data/kaggle_simpson_testset/kaggle_simpson_testset/comic_book_guy_9.jpg
11,data/kaggle_simpson_testset/kaggle_simpson_testset/edna_krabappel_0.jpg
11,data/kaggle_simpson_testset/kaggle_simpson_testset/edna_krabappel_1.jpg
11,data/kaggle_simpson_testset/kaggle_simpson_testset/edna_krabappel_10.jpg
11,data/kaggle_simpson_testset/kaggle_simpson_testset/edna_krabappel_11.jpg
11,data/kaggle_simpson_testset/kaggle_simpson_testset/edna_krabappel_12.jpg
11,data/kaggle_simpson_testset/kaggle_simpson_testset/edna_krabappel_13.jpg
11,data/kaggle_simpson_testset/kaggle_simpson_testset/edna_krabappel_14.jpg
11,data/kaggle_simpson_testset/kaggle_simpson_testset/edna_krabappel_15.jpg
11,data/kaggle_simpson_testset/kaggle_simpson_testset/edna_krabappel_16.jpg
11,data/kaggle_simpson_testset/kaggle_simpson_testset/edna_krabappel_17.jpg
11,data/kaggle_simpson_testset/kaggle_simpson_testset/edna_krabappel_18.jpg
11,data/kaggle_simpson_testset/kaggle_simpson_testset/edna_krabappel_19.jpg
11,data/kaggle_simpson_testset/kaggle_simpson_testset/edna_krabappel_2.jpg
11,data/kaggle_simpson_testset/kaggle_simpson_testset/edna_krabappel_20.jpg
11,data/kaggle_simpson_testset/kaggle_simpson_testset/edna_krabappel_21.jpg
11,data/kaggle_simpson_testset/kaggle_simpson_testset/edna_krabappel_22.jpg
11,data/kaggle_simpson_testset/kaggle_simpson_testset/edna_krabappel_23.jpg
11,data/kaggle_simpson_testset/kaggle_simpson_testset/edna_krabappel_24.jpg
11,data/kaggle_simpson_testset/kaggle_simpson_testset/edna_krabappel_25.jpg
11,data/kaggle_simpson_testset/kaggle_simpson_testset/edna_krabappel_26.jpg
11,data/kaggle_simpson_testset/kaggle_simpson_testset/edna_krabappel_27.jpg
11,data/kaggle_simpson_testset/kaggle_simpson_testset/edna_krabappel_28.jpg
11,data/kaggle_simpson_testset/kaggle_simpson_testset/edna_krabappel_29.jpg
